user_id,event_id,label,user_total_bookings,user_avg_price_paid,user_avg_group_size,user_favorite_category,user_preferred_hour,event_category,event_price,event_capacity,event_hour,event_is_weekend,event_days_until,event_availability,event_popularity,event_avg_rating,event_avg_sentiment,interaction_same_category,interaction_same_host,context_price_ratio,context_category_match,context_cat_novelty,context_hour_diff,context_price_within_range,context_price_within_std
1,55,0,4,46.25,1.25,CULTURE,8,FAMILY,40.0,15,14,0,183,1.0,0,0.0,0.0,0,4,0.8649,0,1,6,1,0
1,56,0,4,46.25,1.25,CULTURE,8,TOUR,75.0,80,7,1,192,1.0,0,0.0,0.0,0,4,1.6216,0,1,1,0,0
1,57,0,4,46.25,1.25,CULTURE,8,WORKSHOP,55.0,18,14,0,114,1.0,0,0.0,0.0,0,4,1.1892,0,1,6,1,0
1,58,0,4,46.25,1.25,CULTURE,8,FESTIVAL,25.0,90,10,1,137,1.0,0,0.0,0.0,0,4,0.5405,0,1,2,1,1
1,59,0,4,46.25,1.25,CULTURE,8,OUTDOOR,65.0,12,20,1,124,1.0,0,0.0,0.0,1,4,1.4054,0,0,12,0,0
1,60,0,4,46.25,1.25,CULTURE,8,CULTURE,120.0,40,16,0,234,1.0,0,0.0,0.0,1,4,2.5946,1,0,8,0,0
8,1,0,3,48.33,2.33,SPORT,9,MUSIC,35.0,200,19,0,78,1.0,0,0.0,0.0,0,3,0.7242,0,1,10,1,0
8,2,0,3,48.33,2.33,SPORT,9,FOOD,55.0,30,9,0,43,1.0,0,0.0,0.0,0,3,1.138,0,1,0,0,0
8,3,0,3,48.33,2.33,SPORT,9,OUTDOOR,250.0,15,6,0,170,1.0,0,0.0,0.0,0,3,5.1728,0,1,3,0,0
8,4,0,3,48.33,2.33,SPORT,9,CULTURE,20.0,50,9,0,22,1.0,1,0.0,0.0,1,3,0.4138,0,0,0,1,1
8,5,0,3,48.33,2.33,SPORT,9,ART,45.0,25,9,1,68,1.0,0,0.0,0.0,0,3,0.9311,0,1,0,0,0
8,6,0,3,48.33,2.33,SPORT,9,FESTIVAL,60.0,80,18,0,101,1.0,0,0.0,0.0,1,3,1.2415,0,0,9,0,0
8,7,0,3,48.33,2.33,SPORT,9,WORKSHOP,90.0,12,9,0,136,1.0,0,0.0,0.0,0,3,1.8622,0,1,0,0,0
8,8,3,3,48.33,2.33,SPORT,9,SPORT,15.0,120,10,0,58,1.0,1,0.0,0.0,1,3,0.3104,1,0,1,1,1
8,9,0,3,48.33,2.33,SPORT,9,TOUR,65.0,40,8,0,92,1.0,0,0.0,0.0,0,3,1.3449,0,1,1,0,0
8,10,0,3,48.33,2.33,SPORT,9,FAMILY,30.0,100,10,1,109,1.0,0,0.0,0.0,0,3,0.6207,0,1,1,1,0
8,11,0,3,48.33,2.33,SPORT,9,NIGHTLIFE,45.0,150,22,1,82,1.0,0,0.0,0.0,0,3,0.9311,0,1,13,0,0
8,12,0,3,48.33,2.33,SPORT,9,THEATER,25.0,60,19,0,51,1.0,2,0.0,0.0,0,3,0.5173,0,1,10,1,0
8,13,0,3,48.33,2.33,SPORT,9,OUTDOOR,40.0,20,8,0,26,1.0,1,0.0,0.0,0,3,0.8276,0,1,1,0,0
8,14,0,3,48.33,2.33,SPORT,9,OTHER,120.0,15,20,1,159,1.0,0,0.0,0.0,0,3,2.4829,0,1,11,0,0
8,15,0,3,48.33,2.33,SPORT,9,FOOD,50.0,50,14,1,75,1.0,0,0.0,0.0,0,3,1.0346,0,1,5,0,0
8,16,0,3,48.33,2.33,SPORT,9,WORKSHOP,85.0,8,10,1,116,1.0,0,0.0,0.0,0,3,1.7587,0,1,1,0,0
8,17,0,3,48.33,2.33,SPORT,9,MUSIC,55.0,70,22,1,89,1.0,1,0.0,0.0,0,3,1.138,0,1,13,0,0
8,18,0,3,48.33,2.33,SPORT,9,CULTURE,70.0,30,9,0,129,1.0,0,0.0,0.0,1,3,1.4484,0,0,0,0,0
8,19,0,3,48.33,2.33,SPORT,9,SPORT,35.0,20,8,0,166,1.0,0,0.0,0.0,1,3,0.7242,1,0,1,1,0
8,20,0,3,48.33,2.33,SPORT,9,FESTIVAL,20.0,100,10,0,206,1.0,0,0.0,0.0,1,3,0.4138,0,0,1,1,1
8,21,0,3,48.33,2.33,SPORT,9,ART,40.0,25,9,0,63,1.0,0,0.0,0.0,0,3,0.8276,0,1,0,0,0
8,22,0,3,48.33,2.33,SPORT,9,TOUR,80.0,15,8,0,142,1.0,0,0.0,0.0,0,3,1.6553,0,1,1,0,0
8,23,0,3,48.33,2.33,SPORT,9,FAMILY,12.0,40,15,0,71,1.0,0,0.0,0.0,0,3,0.2483,0,1,6,0,1
8,24,0,3,48.33,2.33,SPORT,9,NIGHTLIFE,30.0,80,21,0,98,1.0,0,0.0,0.0,0,3,0.6207,0,1,12,1,0
8,25,0,3,48.33,2.33,SPORT,9,THEATER,18.0,40,19,0,150,1.0,0,0.0,0.0,0,3,0.3724,0,1,10,1,1
8,26,0,3,48.33,2.33,SPORT,9,FOOD,60.0,45,10,0,85,1.0,0,0.0,0.0,0,3,1.2415,0,1,1,0,0
8,27,0,3,48.33,2.33,SPORT,9,OUTDOOR,150.0,10,9,0,38,1.0,0,0.0,0.0,0,3,3.1037,0,1,0,0,0
8,28,3,3,48.33,2.33,SPORT,9,CULTURE,35.0,50,9,0,135,1.0,1,0.0,0.0,1,3,0.7242,0,0,0,1,0
8,29,0,3,48.33,2.33,SPORT,9,WORKSHOP,50.0,20,14,0,112,1.0,0,0.0,0.0,0,3,1.0346,0,1,5,0,0
8,30,0,3,48.33,2.33,SPORT,9,MUSIC,40.0,90,19,0,185,1.0,0,0.0,0.0,0,3,0.8276,0,1,10,0,0
8,31,0,3,48.33,2.33,SPORT,9,SPORT,65.0,12,8,0,190,1.0,0,0.0,0.0,1,3,1.3449,1,0,1,0,0
8,32,0,3,48.33,2.33,SPORT,9,ART,25.0,40,10,0,78,1.0,0,0.0,0.0,0,3,0.5173,0,1,1,1,0
8,33,0,3,48.33,2.33,SPORT,9,FESTIVAL,75.0,120,10,1,221,1.0,0,0.0,0.0,1,3,1.5518,0,0,1,0,0
8,34,0,3,48.33,2.33,SPORT,9,TOUR,95.0,25,8,0,146,1.0,0,0.0,0.0,0,3,1.9657,0,1,1,0,0
8,35,0,3,48.33,2.33,SPORT,9,FAMILY,18.0,18,14,1,61,1.0,0,0.0,0.0,0,3,0.3724,0,1,5,1,1
8,36,0,3,48.33,2.33,SPORT,9,NIGHTLIFE,85.0,80,20,0,120,1.0,0,0.0,0.0,0,3,1.7587,0,1,11,0,0
8,37,0,3,48.33,2.33,SPORT,9,THEATER,15.0,60,20,1,74,1.0,2,0.0,0.0,0,3,0.3104,0,1,11,1,1
8,38,0,3,48.33,2.33,SPORT,9,FOOD,35.0,70,17,1,130,1.0,0,0.0,0.0,0,3,0.7242,0,1,8,1,0
8,39,0,3,48.33,2.33,SPORT,9,WORKSHOP,70.0,8,9,1,180,1.0,0,0.0,0.0,0,3,1.4484,0,1,0,0,0
8,40,0,3,48.33,2.33,SPORT,9,OUTDOOR,60.0,30,8,0,64,1.0,0,0.0,0.0,0,3,1.2415,0,1,1,0,0
8,41,0,3,48.33,2.33,SPORT,9,MUSIC,10.0,100,20,0,106,1.0,0,0.0,0.0,0,3,0.2069,0,1,11,0,1
8,42,0,3,48.33,2.33,SPORT,9,CULTURE,85.0,20,8,1,200,1.0,0,0.0,0.0,1,3,1.7587,0,0,1,0,0
8,43,0,3,48.33,2.33,SPORT,9,ART,45.0,50,14,0,155,1.0,0,0.0,0.0,0,3,0.9311,0,1,5,0,0
8,44,0,3,48.33,2.33,SPORT,9,SPORT,25.0,45,7,1,206,1.0,0,0.0,0.0,1,3,0.5173,1,0,2,1,0
8,45,0,3,48.33,2.33,SPORT,9,TOUR,55.0,12,14,1,173,1.0,0,0.0,0.0,0,3,1.138,0,1,5,0,0
8,46,3,3,48.33,2.33,SPORT,9,FESTIVAL,15.0,120,9,1,32,1.0,1,0.0,0.0,1,3,0.3104,0,0,0,1,1
8,47,0,3,48.33,2.33,SPORT,9,WORKSHOP,40.0,10,10,1,221,1.0,0,0.0,0.0,0,3,0.8276,0,1,1,0,0
8,48,0,3,48.33,2.33,SPORT,9,FOOD,35.0,60,9,0,122,1.0,0,0.0,0.0,0,3,0.7242,0,1,0,1,0
8,49,0,3,48.33,2.33,SPORT,9,OUTDOOR,45.0,25,16,0,140,1.0,0,0.0,0.0,0,3,0.9311,0,1,7,0,0
8,50,0,3,48.33,2.33,SPORT,9,CULTURE,50.0,30,9,0,157,1.0,0,0.0,0.0,1,3,1.0346,0,0,0,0,0
8,51,0,3,48.33,2.33,SPORT,9,ART,60.0,15,10,1,214,1.0,0,0.0,0.0,0,3,1.2415,0,1,1,0,0
8,52,0,3,48.33,2.33,SPORT,9,NIGHTLIFE,50.0,50,21,0,227,1.0,0,0.0,0.0,0,3,1.0346,0,1,12,0,0
8,53,0,3,48.33,2.33,SPORT,9,MUSIC,30.0,100,19,0,150,1.0,0,0.0,0.0,0,3,0.6207,0,1,10,1,0
8,54,0,3,48.33,2.33,SPORT,9,SPORT,180.0,20,9,0,79,1.0,0,0.0,0.0,1,3,3.7244,1,0,0,0,0
8,55,0,3,48.33,2.33,SPORT,9,FAMILY,40.0,15,14,0,183,1.0,0,0.0,0.0,0,3,0.8276,0,1,5,0,0
8,56,0,3,48.33,2.33,SPORT,9,TOUR,75.0,80,7,1,192,1.0,0,0.0,0.0,0,3,1.5518,0,1,2,0,0
8,57,0,3,48.33,2.33,SPORT,9,WORKSHOP,55.0,18,14,0,114,1.0,0,0.0,0.0,0,3,1.138,0,1,5,0,0
8,58,0,3,48.33,2.33,SPORT,9,FESTIVAL,25.0,90,10,1,137,1.0,0,0.0,0.0,1,3,0.5173,0,0,1,1,0
8,59,0,3,48.33,2.33,SPORT,9,OUTDOOR,65.0,12,20,1,124,1.0,0,0.0,0.0,0,3,1.3449,0,1,11,0,0
8,60,0,3,48.33,2.33,SPORT,9,CULTURE,120.0,40,16,0,234,1.0,0,0.0,0.0,1,3,2.4829,0,0,7,0,0
11,1,0,0,0.0,1.0,NONE,12,MUSIC,35.0,200,19,0,78,1.0,0,0.0,0.0,0,0,1.0,0,1,7,0,0
11,2,0,0,0.0,1.0,NONE,12,FOOD,55.0,30,9,0,43,1.0,0,0.0,0.0,0,0,1.0,0,1,3,0,0
11,3,0,0,0.0,1.0,NONE,12,OUTDOOR,250.0,15,6,0,170,1.0,0,0.0,0.0,0,0,1.0,0,1,6,0,0
11,4,0,0,0.0,1.0,NONE,12,CULTURE,20.0,50,9,0,22,1.0,1,0.0,0.0,0,0,1.0,0,1,3,0,0
11,5,0,0,0.0,1.0,NONE,12,ART,45.0,25,9,1,68,1.0,0,0.0,0.0,0,0,1.0,0,1,3,0,0
11,6,0,0,0.0,1.0,NONE,12,FESTIVAL,60.0,80,18,0,101,1.0,0,0.0,0.0,0,0,1.0,0,1,6,0,0
11,7,0,0,0.0,1.0,NONE,12,WORKSHOP,90.0,12,9,0,136,1.0,0,0.0,0.0,0,0,1.0,0,1,3,0,0
11,8,0,0,0.0,1.0,NONE,12,SPORT,15.0,120,10,0,58,1.0,1,0.0,0.0,0,0,1.0,0,1,2,0,0
11,9,0,0,0.0,1.0,NONE,12,TOUR,65.0,40,8,0,92,1.0,0,0.0,0.0,0,0,1.0,0,1,4,0,0
11,10,0,0,0.0,1.0,NONE,12,FAMILY,30.0,100,10,1,109,1.0,0,0.0,0.0,0,0,1.0,0,1,2,0,0
11,11,0,0,0.0,1.0,NONE,12,NIGHTLIFE,45.0,150,22,1,82,1.0,0,0.0,0.0,0,0,1.0,0,1,10,0,0
11,12,0,0,0.0,1.0,NONE,12,THEATER,25.0,60,19,0,51,1.0,2,0.0,0.0,0,0,1.0,0,1,7,0,0
11,13,0,0,0.0,1.0,NONE,12,OUTDOOR,40.0,20,8,0,26,1.0,1,0.0,0.0,0,0,1.0,0,1,4,0,0
11,14,0,0,0.0,1.0,NONE,12,OTHER,120.0,15,20,1,159,1.0,0,0.0,0.0,0,0,1.0,0,1,8,0,0
11,15,0,0,0.0,1.0,NONE,12,FOOD,50.0,50,14,1,75,1.0,0,0.0,0.0,0,0,1.0,0,1,2,0,0
11,16,0,0,0.0,1.0,NONE,12,WORKSHOP,85.0,8,10,1,116,1.0,0,0.0,0.0,0,0,1.0,0,1,2,0,0
11,17,0,0,0.0,1.0,NONE,12,MUSIC,55.0,70,22,1,89,1.0,1,0.0,0.0,0,0,1.0,0,1,10,0,0
11,18,0,0,0.0,1.0,NONE,12,CULTURE,70.0,30,9,0,129,1.0,0,0.0,0.0,0,0,1.0,0,1,3,0,0
11,19,0,0,0.0,1.0,NONE,12,SPORT,35.0,20,8,0,166,1.0,0,0.0,0.0,0,0,1.0,0,1,4,0,0
11,20,0,0,0.0,1.0,NONE,12,FESTIVAL,20.0,100,10,0,206,1.0,0,0.0,0.0,0,0,1.0,0,1,2,0,0
11,21,0,0,0.0,1.0,NONE,12,ART,40.0,25,9,0,63,1.0,0,0.0,0.0,0,0,1.0,0,1,3,0,0
11,22,0,0,0.0,1.0,NONE,12,TOUR,80.0,15,8,0,142,1.0,0,0.0,0.0,0,0,1.0,0,1,4,0,0
11,23,0,0,0.0,1.0,NONE,12,FAMILY,12.0,40,15,0,71,1.0,0,0.0,0.0,0,0,1.0,0,1,3,0,0
11,24,0,0,0.0,1.0,NONE,12,NIGHTLIFE,30.0,80,21,0,98,1.0,0,0.0,0.0,0,0,1.0,0,1,9,0,0
11,25,0,0,0.0,1.0,NONE,12,THEATER,18.0,40,19,0,150,1.0,0,0.0,0.0,0,0,1.0,0,1,7,0,0
11,26,0,0,0.0,1.0,NONE,12,FOOD,60.0,45,10,0,85,1.0,0,0.0,0.0,0,0,1.0,0,1,2,0,0
11,27,0,0,0.0,1.0,NONE,12,OUTDOOR,150.0,10,9,0,38,1.0,0,0.0,0.0,0,0,1.0,0,1,3,0,0
11,28,0,0,0.0,1.0,NONE,12,CULTURE,35.0,50,9,0,135,1.0,1,0.0,0.0,0,0,1.0,0,1,3,0,0
11,29,0,0,0.0,1.0,NONE,12,WORKSHOP,50.0,20,14,0,112,1.0,0,0.0,0.0,0,0,1.0,0,1,2,0,0
11,30,0,0,0.0,1.0,NONE,12,MUSIC,40.0,90,19,0,185,1.0,0,0.0,0.0,0,0,1.0,0,1,7,0,0
11,31,0,0,0.0,1.0,NONE,12,SPORT,65.0,12,8,0,190,1.0,0,0.0,0.0,0,0,1.0,0,1,4,0,0
11,32,0,0,0.0,1.0,NONE,12,ART,25.0,40,10,0,78,1.0,0,0.0,0.0,0,0,1.0,0,1,2,0,0
11,33,0,0,0.0,1.0,NONE,12,FESTIVAL,75.0,120,10,1,221,1.0,0,0.0,0.0,0,0,1.0,0,1,2,0,0
11,34,0,0,0.0,1.0,NONE,12,TOUR,95.0,25,8,0,146,1.0,0,0.0,0.0,0,0,1.0,0,1,4,0,0
11,35,0,0,0.0,1.0,NONE,12,FAMILY,18.0,18,14,1,61,1.0,0,0.0,0.0,0,0,1.0,0,1,2,0,0
11,36,0,0,0.0,1.0,NONE,12,NIGHTLIFE,85.0,80,20,0,120,1.0,0,0.0,0.0,0,0,1.0,0,1,8,0,0
11,37,0,0,0.0,1.0,NONE,12,THEATER,15.0,60,20,1,74,1.0,2,0.0,0.0,0,0,1.0,0,1,8,0,0
11,38,0,0,0.0,1.0,NONE,12,FOOD,35.0,70,17,1,130,1.0,0,0.0,0.0,0,0,1.0,0,1,5,0,0
11,39,0,0,0.0,1.0,NONE,12,WORKSHOP,70.0,8,9,1,180,1.0,0,0.0,0.0,0,0,1.0,0,1,3,0,0
11,40,0,0,0.0,1.0,NONE,12,OUTDOOR,60.0,30,8,0,64,1.0,0,0.0,0.0,0,0,1.0,0,1,4,0,0
11,41,0,0,0.0,1.0,NONE,12,MUSIC,10.0,100,20,0,106,1.0,0,0.0,0.0,0,0,1.0,0,1,8,0,0
11,42,0,0,0.0,1.0,NONE,12,CULTURE,85.0,20,8,1,200,1.0,0,0.0,0.0,0,0,1.0,0,1,4,0,0
11,43,0,0,0.0,1.0,NONE,12,ART,45.0,50,14,0,155,1.0,0,0.0,0.0,0,0,1.0,0,1,2,0,0
11,44,0,0,0.0,1.0,NONE,12,SPORT,25.0,45,7,1,206,1.0,0,0.0,0.0,0,0,1.0,0,1,5,0,0
11,45,0,0,0.0,1.0,NONE,12,TOUR,55.0,12,14,1,173,1.0,0,0.0,0.0,0,0,1.0,0,1,2,0,0
11,46,0,0,0.0,1.0,NONE,12,FESTIVAL,15.0,120,9,1,32,1.0,1,0.0,0.0,0,0,1.0,0,1,3,0,0
11,47,0,0,0.0,1.0,NONE,12,WORKSHOP,40.0,10,10,1,221,1.0,0,0.0,0.0,0,0,1.0,0,1,2,0,0
11,48,0,0,0.0,1.0,NONE,12,FOOD,35.0,60,9,0,122,1.0,0,0.0,0.0,0,0,1.0,0,1,3,0,0
11,49,0,0,0.0,1.0,NONE,12,OUTDOOR,45.0,25,16,0,140,1.0,0,0.0,0.0,0,0,1.0,0,1,4,0,0
11,50,0,0,0.0,1.0,NONE,12,CULTURE,50.0,30,9,0,157,1.0,0,0.0,0.0,0,0,1.0,0,1,3,0,0
11,51,0,0,0.0,1.0,NONE,12,ART,60.0,15,10,1,214,1.0,0,0.0,0.0,0,0,1.0,0,1,2,0,0
11,52,0,0,0.0,1.0,NONE,12,NIGHTLIFE,50.0,50,21,0,227,1.0,0,0.0,0.0,0,0,1.0,0,1,9,0,0
11,53,0,0,0.0,1.0,NONE,12,MUSIC,30.0,100,19,0,150,1.0,0,0.0,0.0,0,0,1.0,0,1,7,0,0
11,54,0,0,0.0,1.0,NONE,12,SPORT,180.0,20,9,0,79,1.0,0,0.0,0.0,0,0,1.0,0,1,3,0,0
11,55,0,0,0.0,1.0,NONE,12,FAMILY,40.0,15,14,0,183,1.0,0,0.0,0.0,0,0,1.0,0,1,2,0,0
11,56,0,0,0.0,1.0,NONE,12,TOUR,75.0,80,7,1,192,1.0,0,0.0,0.0,0,0,1.0,0,1,5,0,0
11,57,0,0,0.0,1.0,NONE,12,WORKSHOP,55.0,18,14,0,114,1.0,0,0.0,0.0,0,0,1.0,0,1,2,0,0
11,58,0,0,0.0,1.0,NONE,12,FESTIVAL,25.0,90,10,1,137,1.0,0,0.0,0.0,0,0,1.0,0,1,2,0,0
11,59,0,0,0.0,1.0,NONE,12,OUTDOOR,65.0,12,20,1,124,1.0,0,0.0,0.0,0,0,1.0,0,1,8,0,0
11,60,0,0,0.0,1.0,NONE,12,CULTURE,120.0,40,16,0,234,1.0,0,0.0,0.0,0,0,1.0,0,1,4,0,0
1001,1,3,10,50.5,2.0,MUSIC,21,MUSIC,35.0,200,19,0,78,1.0,0,0.0,0.0,4,10,0.6931,1,0,2,1,1
1001,2,0,10,50.5,2.0,MUSIC,21,FOOD,55.0,30,9,0,43,1.0,0,0.0,0.0,0,10,1.0891,0,1,12,1,0
1001,3,0,10,50.5,2.0,MUSIC,21,OUTDOOR,250.0,15,6,0,170,1.0,0,0.0,0.0,0,10,4.9505,0,1,15,0,0
1001,4,0,10,50.5,2.0,MUSIC,21,CULTURE,20.0,50,9,0,22,1.0,1,0.0,0.0,0,10,0.396,0,1,12,0,1
